"patent_id";"patent_name";"publication_number";"publication_date";"application_number";"application_date";"grant_number";"grant_date";"priority_date";"inventors";"patent_holder";"classification";"brief_description";"claims_count";"cited_patents_count";"cited_by_count";"legal_status"
US10025255B2;"""Image formation device and method for starting image formation device""";US20170300001A1;"2017/10/19";"""US15/642,380""";"2017/7/6";"";"2018/7/17";"2014/2/27";"""Hiroyuki Ishikura""";"""Sharp Corp""";G03G15/80||G03G15/205||;"""An image formation device includes a power controller that controls transition to an energy-saving mode to reduce power consumption in a standby state and starts up out of the energy-saving mode and a timer in which a timing schedule that starts up the device out of the energy-saving mode is set. The power controller controls the surface temperature of the fixing roller of the image generator to be a temperature lower than the fixing temperature that enables image formation when the image formation device is started up out of the energy-saving mode according to the timing schedule set in the timer.""";"14";"32";"7";JP - Active Active Active, CN - Active Active Active, US - Active
US10025258B2;"""Image forming apparatus""";US20170315497A1;"2017/11/2";"""US15/489,025""";"2017/4/17";US10025258B2;"2018/7/17";"2016/4/27";"""Hajime Sejima,Yoshiaki Tashiro""";"""Kyocera Document Solutions Inc""";G03G21/1619||;"""An image forming apparatus includes a lower unit, an upper unit, and a coupling section. The upper unit is disposed on the lower unit. The coupling section couples the upper unit to the lower unit. The lower unit includes a first vertical plate member. The first vertical plate member is disposed in a rear position in the lower unit along a rear surface of the lower unit. The upper unit includes a second vertical plate member. The second vertical plate member is disposed in a rear position in the upper unit along a rear surface of the upper unit. The coupling section includes a plurality of engagement sections and a mating engagement section that engages with the engagement sections. The engagement sections are arranged along and supported on the second vertical plate member. The mating engagement section is elongated along and supported on the first vertical plate member.""";"15";"11";"0";JP - Active, US - Active
US10025259B2;"""Image forming apparatus having a damper unit which regulates movement of a door unit""";US20160102488A1;"2016/4/14";"""US14/876,170""";"2015/10/6";US10025259B2;"2018/7/17";"2014/10/14";"""Shigeo Doi,Tadahisa Sugiyama""";"""Canon Inc""";G03G21/1633||E05D15/30||E05F3/14||E05F3/16||E05F3/20||E05F5/06||;"""An image forming apparatus includes a main body, a door unit, and a loading portion that applies a load affecting movement of the door unit. The loading portion includes a rotating member, a damper unit, and an arm portion, which engages with the rotating member to extend and retract along an arc. The damper unit applies the load to the moving door unit such that, when a first arm member of the arm portion is engaged with the rotating member, the door unit can move to a first position at a first opening angle, and when a second arm member of the arm portion is engaged with the rotating member, the door unit can move to a second position at a second opening angle which is greater than the first opening angle. The first and second arm members move relative to each other with movement of the door unit.""";"21";"33";"5";JP - Active, SG - Active  Active, US - Active  Active, PH - Active  Active, CN - Active  Active
US10025262B2;"""Sheet feeding device attachable to an image forming apparatus""";US20170285559A1;"2017/10/5";"""US15/456,003""";"2017/3/10";US10025262B2;"2018/7/17";"2016/3/30";"""Noriko Masuta,Hideaki Doyo""";"""Kyocera Document Solutions Inc""";G03G21/1647||B65H1/04||B65H1/14||G03G15/6502||G03G21/1619||G03G21/1661||B65H2405/121||B65H2405/15||G03G2221/1696||;"""An optional device of the present disclosure is attachable and detachable with respect to an image forming apparatus via a connection member fitted to a side face of a main body of the optional device. The connection member includes a shaft, a connector, and a lock member. The shaft is supported by the main body to be slidable in an axial direction. The connector is fixed to the shaft and coupled to the image forming apparatus. The lock member is capable or restricting movement of the shaft in the axial direction. A position of the connector is adjusted by releasing the restriction placed on the shaft by the lock member and then sliding the shaft in the axial direction.""";"7";"18";"1";JP - Active, US - Active
US10025263B2;"""Image forming apparatus with cleaning sheet remaining amount detection""";US20170219994A1;"2017/8/3";"""US15/489,847""";"2017/4/18";"";"2018/7/17";"2014/10/30";"""Kazunari Hatazaki""";"""Canon Inc""";G03G21/1647||G03G15/2025||G03G21/169||;"""A locking arm for locking a cleaning unit using a cleaning sheet, a sensor for detecting a remaining amount of the cleaning sheet, a CPU for prohibiting an image forming operation depending on an output of the sensor, and an interrelating arm acting on the sensor so as to prohibit the image forming operation when locking by the locking arm is in an unlocked state.""";"15";"12";"2";JP - Active, WO - Application Filing Active, CN - Application Filing Active, US - Active
US10025264B1;"""Developing cartridge including storage medium having electric contact surface""";US10025264B1;"";"""US15/719,754""";"2017/9/29";US10025264B1;"2018/7/17";"2017/3/30";"""Nao Itabashi""";"""Brother Industries Ltd""";G03G15/0875||G03G15/0863||G03G15/0865||G03G21/1647||G03G21/1652||G03G21/1676||G03G21/1885||;"""A developing roller rotatable about a first axis extending in a first direction is positioned at one end portion of a casing of a developing cartridge in a second direction. A holder, movable relative to the casing between first and second positions in a third direction crossing an electric contact surface of a storage medium, has one end portion, in the third direction, that holds the electric contact surface. A first lever is movable relative to the casing between third and fourth positions about a second axis extending in the first direction. A second lever movable together with the holder is movable between fifth and sixth positions relative to the first lever. The holder is at the first position in a case where the second lever is at the fifth position, and is at the second position in a case where the second lever is at the sixth position.""";"21";"23";"5";JP - Active Pending Pending Application Filing Active, CN - Active Pending Pending Application Filing Active, EP - Active Pending Pending Application Filing Active, WO - Active Pending Pending Application Filing Active, US - Active Pending Pending Application Filing Active
US10025265B2;"""Developer container, developing device, process cartridge, and image forming apparatus""";US20170293256A1;"2017/10/12";"""US15/480,134""";"2017/4/5";US10025265B2;"2018/7/17";"2016/4/8";"""Kazuhisa Shida,Shunsuke Mizukoshi,Yuta Isobe,Takayuki Kanazawa,Makoto Tokudome""";"""Canon Inc""";G03G21/1676||G03G15/0882||G03G15/0898||G03G21/1647||;"""A configuration in which an opening is covered with a plurality of partition members is provided, and timings of causing the partition members to move are differentiated, so that torque is reduced.""";"9";"4";"0";JP - Pending, US - Active
US10025268B2;"""Image forming apparatus main body and image forming system using an electrophotographic image forming process to form an image on a medium""";US20170102669A1;"2017/4/13";"""US15/128,086""";"2015/3/17";"";"2018/7/17";"2014/3/24";"""Daisuke Makiguchi,Masato Tanabe,Hiroki Shimizu,Takahito Ueno,Toshiaki Takeuchi""";"""Canon Inc""";G03G21/1842||G03G21/1647||G03G21/1896||;"""A main body includes a second movable member that is movable and that has a first recess portion. The second movable member is moved from a first position where a first projecting portion of a first cartridge can enter the first recess portion to a second position by a movement of the first projecting portion, thereby allowing a second cartridge to be moved to an attachment position of the main body. The second movable member also allows a third projecting portion of the second cartridge to enter the first recess portion at the first position. The second movable member is moved to the second position when the third projecting portion enters the first recess portion, thereby allowing the second cartridge to be moved to the attachment position.""";"54";"8";"1";JP - Active, CN - Active Pending Active Active Application Filing, EP - Active Pending Active Active Application Filing, US - Active, WO - Active Pending Active Active Application Filing
US1002527A;"""Oil""";US1002527A;"";"""US58301910A""";"1910/9/21";US1002527A;"1911/9/5";"1910/9/21";"""Otto Kulka""";"""Carl Franz Sander""";H02G15/26||;"";"";"0";"1";US - Expired - Lifetime
US1002528A;"""Flying""";US1002528A;"";"""US52174109A""";"1909/10/8";US1002528A;"1911/9/5";"1909/10/8";"""Nathan Robert Lamb""";"""Nathan Robert Lamb""";B64C27/82||;"";"";"0";"0";US - Expired - Lifetime
US100252A;"""Improved rock""";US100252A;"";"";"";US100252A;-10897;"";"";"";E21B44/08||;"";"";"0";"0";US - Expired - Lifetime
US1002532A;"""Flying""";US1002532A;"";"""US54026310A""";"1910/1/26";US1002532A;"1911/9/5";"1910/1/26";"""William D Lindsley""";"""William D Lindsley""";B64C3/385||;"";"";"0";"0";US - Expired - Lifetime
US10025340B2;"""Method for optimising a wetting current and adapted device for monitoring sensors with contact switches""";US20180024585A1;"2018/1/25";"""US15/547,955""";"2016/2/4";"";"2018/7/17";"2015/2/4";"""Thierry BAVOIS""";"""Continental Automotive GmbH, Continental Automotive France SAS""";G01R31/327||G05F5/00||G01R19/2503||G01R27/20||H01H1/60||H01H1/605||;"""Disclosed is a method for optimizing a wetting current, for a device for monitoring sensors with contact switches including a current source and at least two switch/resistor assemblies (CT1/R1, CT2/R2) in parallel, including the following steps: the current source (A) supplies the circuit with a nominal current; if a voltage (Vm) measured across the terminals of the switch/resistor assemblies is greater than a threshold voltage (Vs), the threshold voltage being lower than the supply voltage of the current source and than the saturation voltage of the analog-to-digital converter (CAN), then the current source is stopped and a unit for discharging the circuit are implemented; and the current source supplies the circuit again with a supply current (Iwet_c) equal to the nominal current reduced by a predetermined increment. These two last steps are repeated until the measured voltage is lower than the threshold voltage.""";"20";"14";"1";FR - Active, WO - Application Filing Active Active, CN - Application Filing Active Active, US - Application Filing Active Active
